SetID,SetName,pval,padj,log2err,ES,NES,size,leadingEdge
MOSET7001,HEIMAN_D1_MSN_ALL,0.0789210789210789,0.825413118991101,0.156312403073186,0.248032124844174,1.36828156258304,151,ISL1|DRD1|TOX|IGFBP4|RBP1|EBF1|C1QL3|GNB4|DOC2A|PLCXD2|FOXP2|UBE2Q2|VSTM2A|ISOC1|FHL2|TAC1|TBR1|6330403K07RIK|HS3ST2|GDAP1L1|DTL|NRG3|SPON1|IKZF1|ATP6V1C2|NRN1|SATB1|PLCXD3|FKBP1B|RGS12|EFHD2|9130024F11RIK|ARX|ADARB2|ZFP521|CDHR1|CADPS2|GNG4|CMBL|ARHGAP15|GPR39|ABI3BP|EYA1|RASGRP1|AK5|MAPK11|ID2|CRH
MOSET7233,LI_2018_INTN,0.0799200799200799,0.825413118991101,0.155241966228839,0.433531059659198,1.79601077759712,17,ROBO1|BTBD11|GAD2|FSTL5|ADARB2|GAD1|CNTNAP2
MOSET7565,YANG_2021_VENOUS_DE_BEC_CLUSTERS,0.0789210789210789,0.825413118991101,0.156312403073186,0.264811928508456,1.43247086628252,116,ATP8B1|RAMP3|RCL1|LRRC1|GNB4|LDB2|KCTD8|RNF145|NOVA1|ADGRL2|FKBP5|ARID5B|CCSER1|PDLIM1|PAPSS2|FHIT|HACE1|PDGFC|FOXP1|TMTC2|LYST|CDH11|PELI2|ASPH|HIF1A|RALGAPA2|LDLRAD3|TSHZ2|FAM155A|CADPS2|CNKSR3|PIK3C2A|CEMIP2|NUAK1
MOSET7766,JAKEL_2019_OPC,0.0799200799200799,0.825413118991101,0.155241966228839,0.236079540495454,1.33509883837159,220,TOX|MPPED2|SHC3|PHLDA1|KAZN|GALNT13|DCC|UNC80|COL9A1|NOVA1|TMEM108|ESRRG|FIGN|PRRX1|CDH10|ALK|IGSF21|PTN|MYT1|LUZP2|STK32A|LRRTM4|PDZRN4|SPRED1|TMEM132D|SH3D19|SORCS1|CACNA1A|LRRN1|ASTN2|ATRNL1|NAV2|MDGA2|KAT2B|PDE7B|SNTG1|CASK|PCDH7|PDE8B|FAM110B|PID1|KLF12|LDLRAD3|ADARB2|FAM155A|PTPRZ1|CHD9|KCNMA1|ZSWIM6|MMP16|DAB1|LRRC4C|SOX2|PHYHIPL|SULF2|CTNND2|OPHN1|SOX5|TNK2|POU6F2|CSGALNACT1|PLPP4|XKR4|ADGRG1|DSCAM|TRIM9|GPC6|CCDC50|PEAK1|SCN1A|GRID2|ARPP21
MOSET8050,HODGE_2018_INH_L1_4_VIP_CHRNA6_SINGLE_VS_L1,0.0789210789210789,0.825413118991101,0.156312403073186,0.680142761150101,2.04936594406917,5,CLGN|CDKN1C|GOLGA5|CHRNA6
MOSET2279,MGI_MP:0002462__ABNORMAL_GRANULOCYTE_PHYSIOLOGY,0.0819180819180819,0.828937354780052,0.153158808683073,0.591029248783173,1.98310015053294,7,DOK2|IL12RB2|IL23A|CSK
MOSET2493,MGI_MP:0000489__ABNORMAL_LARGE_INTESTINE_MORPHOLOGY,0.0809190809190809,0.828937354780052,0.154190966581424,0.552665891907438,1.9048388226204,8,CFTR|RUNX3|GNAI2|SMAD4|MYCN
MOSET3494,MGI_MP:0001674__ABNORMAL_TRIPLOBLASTIC_DEVELOPMENT,0.0819180819180819,0.828937354780052,0.153158808683073,0.403964349082035,1.75764932430236,21,NR5A2|COPS3|ATF1|EIF4G2|WNT3|TDGF1|ECSIT|MBTPS1|RAC1|CXXC1|PPP1R8
MOSET3894,MGI_MP:0003163__ABSENT_POSTERIOR_SEMICIRCULAR_CANAL,0.0819180819180819,0.828937354780052,0.153158808683073,0.550994441660335,1.89907794001957,8,FGF3|DLX5|NTN1|GBX2|HMX2
MOSET5815,MGI_MP:0005536__LEYDIG_CELL_HYPOPLASIA,0.0809190809190809,0.828937354780052,0.154190966581424,0.500285845164303,1.85685206369215,11,PROKR2|KISS1|ARX|SOX8|CDK4|INSR
MOSET6255,MGI_MP:0000531__RIGHT_PULMONARY_ISOMERISM,0.0809190809190809,0.828937354780052,0.154190966581424,0.518114673155305,1.88003927882844,10,ZIC3|ACVR2B|PITX2|SMAD2|CITED2|LAMA5|GDF1
MOSET7067,AGARWAL_CTX_2020_EX4,0.0819180819180819,0.828937354780052,0.153158808683073,0.244523029806448,1.36745266945436,180,ATP8B1|ENO2|CEMIP|TOX|TRMT9B|DCC|SPAG16|BRINP1|RARB|CNTN5|EFNA5|CAP2|NOVA1|ADGRL2|RORB|STAMBPL1|FOXP2|KCND3|UBE2E3|FSTL4|HS3ST2|OLFM3|PAPSS2|PDZRN4|FOXP1|CACNB4|NRN1|MTHFD2L|PTMA|IL1RAP|PLCXD3|RETREG1|IL1RAPL2|HS3ST4|FSTL5|ASPH
MOSET7307,TRAN_ACC_2020_INHIB_H,0.0819180819180819,0.828937354780052,0.153158808683073,0.367840208806702,1.67598307815667,28,HCRTR2|SV2C|ALK|ANO1|SFRP1|CHST9|MYB|NOS1|MYO16
MOSET7473,TRAN_NAC_2020_INHIB_H,0.0819180819180819,0.828937354780052,0.153158808683073,0.367840208806702,1.67598307815667,28,HCRTR2|SV2C|ALK|ANO1|SFRP1|CHST9|MYB|NOS1|MYO16
MOSET107,DOYLE_STELLATE_AND_BASKET_NEURONS,0.0829170829170829,0.831571546493595,0.152144922367565,0.304661802396954,1.55345968107812,62,SRXN1|1700086L19RIK|CNTN4|RAB27B|5033430I15RIK|MAPK13|GAD2|LAMB3|CHST9|NEK2|SLA|UBE2C|RPP25
MOSET2805,MGI_MP:0003964__ABNORMAL_NORADRENALINE_LEVEL,0.0829170829170829,0.831571546493595,0.152144922367565,0.486675825063985,1.83934317566778,12,NTF3|SLC18A2|PRKN|ERBB3|TH
MOSET3693,MGI_MP:0000727__ABSENT_CD8-POSITIVE_T_CELLS,0.0829170829170829,0.831571546493595,0.152144922367565,0.498416932207309,1.84991543953098,11,ITPKB|H2-D1|CD8A|LAT|CSK
MOSET5715,MGI_MP:0002020__INCREASED_TUMOR_INCIDENCE,0.0829170829170829,0.831571546493595,0.152144922367565,0.272367540858198,1.46064911677708,102,BHLHA15|RYR2|PTCH1|FHIT|HACE1|HMGN1|BLM|SOD2|MAD2L1|POLD1|CYLD|CCNE1|ATR|TFF1|MUTYH|AMBN|MSMB|BRCA1|MCM4|MAD1L1|FOXO3|E2F4|PML|DNMT1|SUDS3|MSH2|HTATIP2|NF1|SMAD4|DKC1|CREBBP|ATP2A2|BUB1B|AMH|INTS13|PTPRJ|CASC1|PTEN|RB1|TSC1|SRPX|LATS1|PRDM2|KRAS|CHFR|RINT1|MSH6
MOSET2604,MGI_MP:0002401__ABNORMAL_LYMPHOPOIESIS,0.0839160839160839,0.836004703261341,0.151148761385484,0.356021392010139,1.65081397568317,31,GADD45A|HMGA1|PAX5|ARID5B|ZBTB7A|IKZF1|LSP1|NQO2|CCND1|LAT
